clip_id,source_file,dataset,category,behavior_class,relevance_tier,license,actual_duration_sec,original_sr,num_windows,feature_file,split
esc50_4-204115-A-39,4-204115-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-204115-A-39.npy,train
esc50_4-204119-A-39,4-204119-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-204119-A-39.npy,train
esc50_4-204121-A-39,4-204121-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-204121-A-39.npy,val
esc50_4-204123-A-39,4-204123-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-204123-A-39.npy,train
esc50_4-204777-A-39,4-204777-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-204777-A-39.npy,train
esc50_4-204777-B-39,4-204777-B-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-204777-B-39.npy,train
esc50_4-204777-C-39,4-204777-C-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-204777-C-39.npy,train
esc50_4-211502-A-30,4-211502-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-211502-A-30.npy,train
esc50_4-212698-A-39,4-212698-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-212698-A-39.npy,train
esc50_4-218199-A-35,4-218199-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-A-35.npy,val
esc50_4-218199-B-35,4-218199-B-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-B-35.npy,train
esc50_4-218199-C-35,4-218199-C-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-C-35.npy,val
esc50_4-218199-D-35,4-218199-D-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-D-35.npy,train
esc50_4-218199-E-35,4-218199-E-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-E-35.npy,test
esc50_4-218199-F-35,4-218199-F-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-F-35.npy,val
esc50_4-218199-G-35,4-218199-G-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-G-35.npy,train
esc50_4-218199-H-35,4-218199-H-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-218199-H-35.npy,train
esc50_4-251959-A-47,4-251959-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-251959-A-47.npy,train
esc50_4-255371-A-47,4-255371-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-255371-A-47.npy,train
esc50_4-261068-A-30,4-261068-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-261068-A-30.npy,train
esc50_4-67358-A-42,4-67358-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-67358-A-42.npy,val
esc50_4-80761-A-42,4-80761-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-80761-A-42.npy,train
esc50_4-90014-A-42,4-90014-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-90014-A-42.npy,val
esc50_4-90014-B-42,4-90014-B-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-90014-B-42.npy,train
esc50_5-117118-A-42,5-117118-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-117118-A-42.npy,test
esc50_5-117120-A-42,5-117120-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-117120-A-42.npy,train
esc50_5-117122-A-42,5-117122-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-117122-A-42.npy,test
esc50_5-117773-A-16,5-117773-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-117773-A-16.npy,train
esc50_5-133989-A-42,5-133989-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-133989-A-42.npy,test
esc50_5-133989-B-42,5-133989-B-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-133989-B-42.npy,val
esc50_5-141683-A-35,5-141683-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-141683-A-35.npy,train
esc50_5-150409-A-42,5-150409-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-150409-A-42.npy,train
esc50_5-156999-A-19,5-156999-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-156999-A-19.npy,test
esc50_5-156999-B-19,5-156999-B-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-156999-B-19.npy,val
esc50_5-156999-C-19,5-156999-C-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-156999-C-19.npy,train
esc50_5-156999-D-19,5-156999-D-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-156999-D-19.npy,train
esc50_5-156999-E-19,5-156999-E-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-156999-E-19.npy,train
esc50_5-157204-A-16,5-157204-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-157204-A-16.npy,train
esc50_5-157204-B-16,5-157204-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-157204-B-16.npy,train
esc50_5-160551-A-42,5-160551-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160551-A-42.npy,train
esc50_5-160614-A-48,5-160614-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-A-48.npy,test
esc50_5-160614-B-48,5-160614-B-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-B-48.npy,train
esc50_5-160614-C-48,5-160614-C-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-C-48.npy,train
esc50_5-160614-D-48,5-160614-D-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-D-48.npy,train
esc50_5-160614-E-48,5-160614-E-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-E-48.npy,test
esc50_5-160614-F-48,5-160614-F-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-F-48.npy,train
esc50_5-160614-G-48,5-160614-G-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-G-48.npy,train
esc50_5-160614-H-48,5-160614-H-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-160614-H-48.npy,val
esc50_5-170338-A-41,5-170338-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-170338-A-41.npy,train
esc50_5-170338-B-41,5-170338-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-170338-B-41.npy,train
esc50_5-171653-A-41,5-171653-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-171653-A-41.npy,train
esc50_5-177957-A-40,5-177957-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-177957-A-40.npy,train
esc50_5-177957-B-40,5-177957-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-177957-B-40.npy,train
esc50_5-177957-C-40,5-177957-C-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-177957-C-40.npy,val
esc50_5-177957-D-40,5-177957-D-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-177957-D-40.npy,test
esc50_5-177957-E-40,5-177957-E-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-177957-E-40.npy,train
esc50_5-179496-A-16,5-179496-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-179496-A-16.npy,train
esc50_5-179496-B-16,5-179496-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-179496-B-16.npy,train
esc50_5-179860-A-43,5-179860-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-179860-A-43.npy,train
esc50_5-179863-A-43,5-179863-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-179863-A-43.npy,train
esc50_5-179865-A-43,5-179865-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-179865-A-43.npy,train
esc50_5-179866-A-43,5-179866-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-179866-A-43.npy,train
esc50_5-179868-A-43,5-179868-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-179868-A-43.npy,train
esc50_5-180156-A-43,5-180156-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-180156-A-43.npy,train
esc50_5-180156-B-43,5-180156-B-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-180156-B-43.npy,test
esc50_5-180156-C-43,5-180156-C-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-180156-C-43.npy,train
esc50_5-181766-A-10,5-181766-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-181766-A-10.npy,train
esc50_5-181977-A-35,5-181977-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-181977-A-35.npy,test
esc50_5-182007-A-36,5-182007-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-182007-A-36.npy,train
esc50_5-182010-A-36,5-182010-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-182010-A-36.npy,train
esc50_5-182012-A-36,5-182012-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-182012-A-36.npy,val
esc50_5-184323-A-42,5-184323-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-184323-A-42.npy,train
esc50_5-185579-A-41,5-185579-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-185579-A-41.npy,val
esc50_5-185579-B-41,5-185579-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-185579-B-41.npy,train
esc50_5-188365-A-36,5-188365-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-188365-A-36.npy,train
esc50_5-188495-A-19,5-188495-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-188495-A-19.npy,train
esc50_5-188655-A-10,5-188655-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-188655-A-10.npy,train
esc50_5-188796-A-45,5-188796-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-188796-A-45.npy,train
esc50_5-188945-A-45,5-188945-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-188945-A-45.npy,train
esc50_5-191131-A-40,5-191131-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-191131-A-40.npy,val
esc50_5-192191-A-19,5-192191-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-192191-A-19.npy,train
esc50_5-193339-A-10,5-193339-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-193339-A-10.npy,val
esc50_5-194892-A-10,5-194892-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-194892-A-10.npy,train
esc50_5-195557-A-19,5-195557-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-195557-A-19.npy,train
esc50_5-195710-A-10,5-195710-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-195710-A-10.npy,train
esc50_5-197118-A-45,5-197118-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-197118-A-45.npy,train
esc50_5-197121-A-45,5-197121-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-197121-A-45.npy,train
esc50_5-197121-B-45,5-197121-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-197121-B-45.npy,test
esc50_5-198321-A-10,5-198321-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-198321-A-10.npy,test
esc50_5-198600-A-45,5-198600-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-198600-A-45.npy,val
esc50_5-199284-A-45,5-199284-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-199284-A-45.npy,test
esc50_5-199284-B-45,5-199284-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-199284-B-45.npy,train
esc50_5-202898-A-10,5-202898-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-202898-A-10.npy,val
esc50_5-203739-A-10,5-203739-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-203739-A-10.npy,train
esc50_5-205898-A-40,5-205898-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-205898-A-40.npy,train
esc50_5-207811-A-35,5-207811-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-207811-A-35.npy,train
esc50_5-207811-B-35,5-207811-B-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-207811-B-35.npy,train
esc50_5-209992-A-44,5-209992-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-209992-A-44.npy,train
esc50_5-209992-B-44,5-209992-B-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-209992-B-44.npy,train
esc50_5-212054-A-36,5-212054-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-212054-A-36.npy,val
esc50_5-212059-A-36,5-212059-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-212059-A-36.npy,train
esc50_5-215445-A-47,5-215445-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-215445-A-47.npy,train
esc50_5-215447-A-47,5-215447-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-215447-A-47.npy,test
esc50_5-215449-A-47,5-215449-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-215449-A-47.npy,train
esc50_5-216370-A-41,5-216370-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-216370-A-41.npy,val
esc50_5-216370-B-41,5-216370-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-216370-B-41.npy,train
esc50_5-217186-A-16,5-217186-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-217186-A-16.npy,train
esc50_5-217186-B-16,5-217186-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-217186-B-16.npy,train
esc50_5-217186-C-16,5-217186-C-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_5-217186-C-16.npy,test
esc50_5-218980-A-30,5-218980-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-218980-A-30.npy,test
esc50_5-218981-A-30,5-218981-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-218981-A-30.npy,val
esc50_5-220955-A-40,5-220955-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-220955-A-40.npy,train
esc50_5-221528-A-39,5-221528-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-221528-A-39.npy,val
esc50_5-221529-A-39,5-221529-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-221529-A-39.npy,train
esc50_5-222524-A-41,5-222524-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-222524-A-41.npy,test
esc50_5-223810-A-35,5-223810-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-223810-A-35.npy,train
esc50_5-231551-A-36,5-231551-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-231551-A-36.npy,train
esc50_5-232272-A-44,5-232272-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-232272-A-44.npy,train
esc50_5-233605-A-39,5-233605-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-233605-A-39.npy,train
esc50_5-233607-A-39,5-233607-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-233607-A-39.npy,train
esc50_5-235507-A-44,5-235507-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-235507-A-44.npy,train
esc50_5-235644-A-30,5-235644-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-235644-A-30.npy,val
esc50_5-235956-A-47,5-235956-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-235956-A-47.npy,train
esc50_5-238021-A-35,5-238021-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-238021-A-35.npy,train
esc50_5-240671-A-44,5-240671-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-240671-A-44.npy,train
esc50_5-243773-A-44,5-243773-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-243773-A-44.npy,test
esc50_5-243773-B-44,5-243773-B-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-243773-B-44.npy,val
esc50_5-243783-A-44,5-243783-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_5-243783-A-44.npy,train
esc50_5-245040-A-35,5-245040-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-245040-A-35.npy,test
esc50_5-250026-A-30,5-250026-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-250026-A-30.npy,train
esc50_5-250026-B-30,5-250026-B-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-250026-B-30.npy,train
esc50_5-251426-A-30,5-251426-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-251426-A-30.npy,train
esc50_5-251426-B-30,5-251426-B-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-251426-B-30.npy,test
esc50_5-251957-A-47,5-251957-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-251957-A-47.npy,train
esc50_5-251962-A-47,5-251962-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-251962-A-47.npy,train
esc50_5-251963-A-47,5-251963-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-251963-A-47.npy,test
esc50_5-251971-A-47,5-251971-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-251971-A-47.npy,train
esc50_5-256512-A-30,5-256512-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-256512-A-30.npy,train
esc50_5-257642-A-39,5-257642-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-257642-A-39.npy,train
esc50_5-260432-A-39,5-260432-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-260432-A-39.npy,test
esc50_5-260433-A-39,5-260433-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-260433-A-39.npy,train
esc50_5-260434-A-39,5-260434-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-260434-A-39.npy,test
esc50_5-260875-A-35,5-260875-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-260875-A-35.npy,train
esc50_5-263902-A-36,5-263902-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_5-263902-A-36.npy,test
